specification,outcome,dataset_scope,task_scope,model,method_key,method_family,trait,trait_label,trait_group,availability_stage,n_datasets,n_unique_trait,n_unique_effect,rho,p_value,q_bh_block,q_bh_within_method,abs_rho,reportable_n,significant_bh05_block,significant_bh05_within_method
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,test_missing_frac_sampled,test missing fraction,quality,features_only,76,16,76,-0.006806081022920466,0.9534687727010536,0.9863506310299001,0.9845232931466248,0.006806081022920466,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,abs_missing_frac_delta_sampled,|missing-rate change|,quality,features_only,76,18,76,-0.01679030721516989,0.8855330650434505,0.9674826217985941,0.9670446594742411,0.01679030721516989,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,constant_feature_frac_sampled,constant-feature fraction,quality,features_only,76,9,76,0.04149836857803516,0.7218914875434168,0.9202350717577226,0.9331768009707584,0.04149836857803516,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,median_cat_cardinality_sampled,median categorical cardinality,structure,features_only,76,18,76,0.00226264532128328,0.9845232931466248,0.9950529540358936,0.9845232931466248,0.00226264532128328,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,high_cardinality_cat_frac_sampled,high-cardinality cat fraction,structure,features_only,76,9,76,0.06218362134572541,0.5935929105814106,0.8684809066690121,0.8279059016003885,0.06218362134572541,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,mean_unseen_test_category_frac_sampled,unseen test-category fraction,shift,features_only,76,15,76,-0.09432305145111058,0.4176698283380692,0.7769645428729831,0.803689064504166,0.09432305145111058,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,median_abs_numeric_skew_sampled,median |numeric skew|,structure,features_only,76,70,76,0.09666657681591623,0.4061425764412908,0.7714759947194061,0.803689064504166,0.09666657681591623,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,mean_abs_numeric_corr_sampled,mean |numeric correlation|,structure,features_only,76,74,76,0.11136326356215993,0.3381960290481302,0.7151781761129691,0.803689064504166,0.11136326356215993,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,is_regression,regression indicator,target,train_labels,76,2,76,-0.07133581534826969,0.5402960368095027,0.8453717664322696,0.803689064504166,0.07133581534826969,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,is_multiclass,multiclass indicator,target,train_labels,76,2,76,0.02931611643727891,0.8015123367619369,0.9432877659950529,0.9549037660843541,0.02931611643727891,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,n_classes,class count,target,train_labels,57,6,57,0.0324241116431847,0.8107673485621875,0.9471896641884348,0.9549037660843541,0.0324241116431847,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,minority_class_share,minority-class share,target,train_labels,57,51,57,-0.1783815463753398,0.1843133714572671,0.558698202546003,0.5971475985075708,0.1783815463753398,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,log10_class_imbalance_ratio,log10(class imbalance),target,train_labels,57,51,57,0.17462068498320246,0.19388995793653369,0.5699203276290572,0.5971475985075708,0.17462068498320246,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,normalized_target_entropy,normalized target entropy,target,train_labels,57,51,57,-0.18084555901156765,0.17822658999572633,0.5490599105002816,0.5971475985075708,0.18084555901156765,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,effective_n_classes,effective class count,target,train_labels,57,51,57,-0.17111919334224707,0.2031206542288689,0.579176724563952,0.5971475985075708,0.17111919334224707,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,regression_target_std,regression target SD,target,train_labels,19,19,19,-0.39824561403508774,0.09126656430719741,0.39517481452600944,0.5971475985075708,0.39824561403508774,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,regression_target_iqr_over_std,regression target IQR/SD,target,train_labels,19,19,19,-0.3245614035087719,0.17518568656196792,0.5450006668958669,0.5971475985075708,0.3245614035087719,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,regression_target_abs_skew,regression target |skew|,target,train_labels,19,19,19,-0.11403508771929824,0.6420435738344661,0.8868718103761307,0.8507077353306676,0.11403508771929824,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,regression_target_excess_kurtosis,regression target kurtosis,target,train_labels,19,19,19,0.1701754385964912,0.486099539787445,0.8193942286739349,0.803689064504166,0.1701754385964912,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,regression_target_outlier_frac,regression target outlier fraction,target,train_labels,19,19,19,0.1754385964912281,0.4725078411455852,0.8123608763564033,0.803689064504166,0.1754385964912281,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,domain_auc,domain AUC,shift,features_only,76,74,76,-0.0690381145333793,0.5534533754877682,0.8518134199282427,0.803689064504166,0.0690381145333793,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,mean_ks,mean numeric KS,shift,features_only,76,74,76,-0.1610160223711171,0.16467273409142236,0.5286314303466617,0.5971475985075708,0.1610160223711171,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,p90_ks_sampled,90th-percentile numeric KS,shift,features_only,76,74,76,-0.13372887848822101,0.2494519568461735,0.633688438762457,0.6610476856423597,0.13372887848822101,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,max_ks_sampled,maximum numeric KS,shift,features_only,76,71,76,-0.14966060824953592,0.1969226357070792,0.5726740302763612,0.5971475985075708,0.14966060824953592,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,median_std_wasserstein_sampled,median standardized Wasserstein,shift,features_only,76,74,76,-0.17531579817347645,0.12982402103756385,0.4697207434306266,0.5971475985075708,0.17531579817347645,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,median_abs_log_std_ratio_sampled,median |log SD ratio|,shift,features_only,76,74,76,-0.12634658505296859,0.2767829747473842,0.6584264597514867,0.6985475076957792,0.12634658505296859,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,mean_js,mean categorical JS,shift,features_only,76,55,76,-0.08426623286738313,0.4692316911341392,0.8118340559477938,0.803689064504166,0.08426623286738313,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,p90_js_sampled,90th-percentile categorical JS,shift,features_only,76,55,76,-0.05783356662059356,0.6197243111902984,0.8791735396131836,0.8421894485406619,0.05783356662059356,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,max_js_sampled,maximum categorical JS,shift,features_only,76,55,76,-0.035635662610200625,0.759899420377132,0.9333923717849161,0.9366202158136744,0.035635662610200625,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,mean_cat_total_variation_sampled,mean categorical TV,shift,features_only,76,55,76,-0.1441618242370718,0.2140717805970537,0.5876480251683827,0.5971475985075708,0.1441618242370718,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,frac_sig_num,significant numeric fraction,shift,features_only,76,13,76,0.015531966566320275,0.8940601568724116,0.9702988108207539,0.9670446594742411,0.015531966566320275,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,frac_sig_cat,significant categorical fraction,shift,features_only,76,12,76,-0.06772070985763622,0.5610659506915876,0.8559552246795219,0.803689064504166,0.06772070985763622,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,overall_shift_score,overall shift score,shift,features_only,76,76,76,-0.16828434723171568,0.1461847302978074,0.497059166493438,0.5971475985075708,0.16828434723171568,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,is_iid_control,IID-control indicator,design,features_only,76,2,76,-0.02318496448905852,0.8424202019959439,0.9562607698332336,0.9670446594742411,0.02318496448905852,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,is_temporal_design,temporal-design indicator,design,features_only,76,2,76,0.14465392560505785,0.21249541237659195,0.5856317520670923,0.5971475985075708,0.14465392560505785,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,is_synthetic,synthetic indicator,design,features_only,76,2,76,-0.09003216863640172,0.4392579792774248,0.793709153638351,0.803689064504166,0.09003216863640172,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,baseline_normalized_error,baseline normalized error,baseline,post_evaluation,76,76,76,0.0810663021189337,0.48633236701184845,0.8195819814802092,0.803689064504166,0.0810663021189337,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,baseline_difficulty_pctile,baseline difficulty percentile,baseline,post_evaluation,76,75,76,0.2098032112366936,0.06890961948847756,0.3452330837196092,0.5971475985075708,0.2098032112366936,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,baseline_fold_sd_normalized,baseline fold SD,baseline,post_evaluation,45,45,45,-0.00303030303030303,0.9842381076110605,0.994897726105043,0.9845232931466248,0.00303030303030303,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,baseline_auc,baseline ROC AUC,baseline,post_evaluation,57,57,57,-0.09255898366606172,0.4934729744724835,0.824265737190012,0.803689064504166,0.09255898366606172,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,baseline_nrmse,baseline normalized RMSE,baseline,post_evaluation,19,19,19,0.5105263157894736,0.025516089506920026,0.20551018347228386,0.5971475985075708,0.5105263157894736,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,target_shift_score_posthoc,target-shift score (post-hoc),target_shift,post_evaluation,76,73,76,-0.08987627336604367,0.44005394722771607,0.7947462592072464,0.803689064504166,0.08987627336604367,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_both_ratio,M6_adversarial,regression_target_mean_delta_std_posthoc,regression target mean change/SD,target_shift,post_evaluation,19,19,19,0.3385964912280702,0.15618974502366012,0.5145073953720569,0.5971475985075708,0.3385964912280702,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,log10_n_train,log10(train rows),size,features_only,76,67,76,0.1221238419298669,0.29328334085486,0.6724524386690769,0.8099781830333584,0.1221238419298669,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,log10_n_test,log10(test rows),size,features_only,76,67,76,0.11088243117215688,0.34029893570666114,0.715223784804659,0.8099781830333584,0.11088243117215688,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,log10_n_total,log10(total rows),size,features_only,76,68,76,0.12276012280983889,0.2907565556684281,0.6718100707641655,0.8099781830333584,0.12276012280983889,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,log10_test_train_ratio,log10(test/train),size,features_only,76,51,76,-0.0601211031148344,0.6059212766096416,0.8728118563423353,0.9118986468163434,0.0601211031148344,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,log10_train_rows_per_feature,log10(train rows/feature),size,features_only,76,69,76,0.13901213670814366,0.23106500414356204,0.6071781130779732,0.7866162193090426,0.13901213670814366,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,n_features,feature count,structure,features_only,76,43,76,0.06358010849090961,0.5853100552146934,0.8654720356940557,0.9118986468163434,0.06358010849090961,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,n_cat,categorical count,structure,features_only,76,21,76,0.038069901114140534,0.7440433095337489,0.9281441879021441,0.9118986468163434,0.038069901114140534,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,n_num,numeric count,structure,features_only,76,39,76,-0.02232333736425337,0.8482052937568688,0.959179120160821,0.9413749029254699,0.02232333736425337,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,cat_frac,categorical fraction,structure,features_only,76,38,76,0.05668239817614798,0.6267208688299025,0.8828619036273218,0.9118986468163434,0.05668239817614798,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,train_missing_frac_sampled,train missing fraction,quality,features_only,76,18,76,0.01903900907434443,0.8703277404405287,0.9634906600864545,0.9413749029254699,0.01903900907434443,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,test_missing_frac_sampled,test missing fraction,quality,features_only,76,16,76,-0.0029506131602256356,0.9798183969620646,0.9940186635847031,0.9902198795486359,0.0029506131602256356,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,abs_missing_frac_delta_sampled,|missing-rate change|,quality,features_only,76,18,76,0.0014991345727830257,0.9897454250772999,0.9952747291280111,0.9902198795486359,0.0014991345727830257,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,constant_feature_frac_sampled,constant-feature fraction,quality,features_only,76,9,76,0.10937912608508711,0.34692639889094146,0.7219277664782596,0.8099781830333584,0.10937912608508711,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,median_cat_cardinality_sampled,median categorical cardinality,structure,features_only,76,18,76,-0.0014297697428967968,0.9902198795486359,0.9954074235229989,0.9902198795486359,0.0014297697428967968,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,high_cardinality_cat_frac_sampled,high-cardinality cat fraction,structure,features_only,76,9,76,0.05445721330426551,0.6403383062193988,0.8868718103761307,0.9118986468163434,0.05445721330426551,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,mean_unseen_test_category_frac_sampled,unseen test-category fraction,shift,features_only,76,15,76,-0.03083443804135984,0.7914592028972036,0.9410137777839762,0.9118986468163434,0.03083443804135984,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,median_abs_numeric_skew_sampled,median |numeric skew|,structure,features_only,76,70,76,0.046131970322051116,0.692315480991249,0.9094535249858979,0.9118986468163434,0.046131970322051116,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,mean_abs_numeric_corr_sampled,mean |numeric correlation|,structure,features_only,76,74,76,0.07067862418565761,0.5440436145240513,0.8477788967446807,0.8883899690187231,0.07067862418565761,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,is_regression,regression indicator,target,train_labels,76,2,76,-0.15444550313266156,0.1828212122489382,0.5570851933099447,0.745348019168748,0.15444550313266156,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,is_multiclass,multiclass indicator,target,train_labels,76,2,76,-0.03908815524970522,0.7374415945995824,0.9253429822098318,0.9118986468163434,0.03908815524970522,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,n_classes,class count,target,train_labels,57,6,57,-0.08020136224324162,0.5531484712758088,0.8515175000702737,0.8883899690187231,0.08020136224324162,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,minority_class_share,minority-class share,target,train_labels,57,51,57,-0.0428608513828061,0.7515708214623338,0.9314549852877447,0.9118986468163434,0.0428608513828061,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,log10_class_imbalance_ratio,log10(class imbalance),target,train_labels,57,51,57,0.03812735342373675,0.778265372117109,0.9361473688473101,0.9118986468163434,0.03812735342373675,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,normalized_target_entropy,normalized target entropy,target,train_labels,57,51,57,-0.10893529549639072,0.4198813292091562,0.7788051985326002,0.8559119403109723,0.10893529549639072,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,effective_n_classes,effective class count,target,train_labels,57,51,57,-0.16716380463672337,0.21391730829461977,0.5876480251683827,0.7866162193090426,0.16716380463672337,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,regression_target_std,regression target SD,target,train_labels,19,19,19,-0.012280701754385965,0.9602038588720425,0.9886384155958452,0.9902198795486359,0.012280701754385965,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,regression_target_iqr_over_std,regression target IQR/SD,target,train_labels,19,19,19,-0.19824561403508772,0.41587984219447305,0.7751866191776295,0.8559119403109723,0.19824561403508772,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,regression_target_abs_skew,regression target |skew|,target,train_labels,19,19,19,-0.15789473684210528,0.5185434844242846,0.8365746355628663,0.8883899690187231,0.15789473684210528,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,regression_target_excess_kurtosis,regression target kurtosis,target,train_labels,19,19,19,-0.042105263157894736,0.864107517640632,0.9618275857827663,0.9413749029254699,0.042105263157894736,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,regression_target_outlier_frac,regression target outlier fraction,target,train_labels,19,19,19,0.07192982456140351,0.7698063189062444,0.9347654536229928,0.9118986468163434,0.07192982456140351,False,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,domain_auc,domain AUC,shift,features_only,76,74,76,-0.05022693718725456,0.6665530609269423,0.9006507847377452,0.9118986468163434,0.05022693718725456,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,mean_ks,mean numeric KS,shift,features_only,76,74,76,-0.2338273091047365,0.04205744093174038,0.26408160585046286,0.4739171934699896,0.2338273091047365,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,p90_ks_sampled,90th-percentile numeric KS,shift,features_only,76,74,76,-0.2228085526069338,0.053039095474367734,0.3005063253968752,0.4739171934699896,0.2228085526069338,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,max_ks_sampled,maximum numeric KS,shift,features_only,76,71,76,-0.21789447102229867,0.05864224755158454,0.3194059016498409,0.4739171934699896,0.21789447102229867,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,median_std_wasserstein_sampled,median standardized Wasserstein,shift,features_only,76,74,76,-0.2028763603317522,0.0788069008429591,0.36753866155013626,0.5210195095537916,0.2028763603317522,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,median_abs_log_std_ratio_sampled,median |log SD ratio|,shift,features_only,76,74,76,-0.1148083338319444,0.32336899087439286,0.7021781368706523,0.8099781830333584,0.1148083338319444,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,mean_js,mean categorical JS,shift,features_only,76,55,76,-0.19675037488513483,0.08847501105630425,0.38730184889336255,0.5210195095537916,0.19675037488513483,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,p90_js_sampled,90th-percentile categorical JS,shift,features_only,76,55,76,-0.17372212533819353,0.13340423391685444,0.47527426522266447,0.6114325549486076,0.17372212533819353,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,max_js_sampled,maximum categorical JS,shift,features_only,76,55,76,-0.1715355487586162,0.13843755961100548,0.48341244834143254,0.6114325549486076,0.1715355487586162,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,mean_cat_total_variation_sampled,mean categorical TV,shift,features_only,76,55,76,-0.21543314945747302,0.06162456254196377,0.3278548154941915,0.4739171934699896,0.21543314945747302,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,frac_sig_num,significant numeric fraction,shift,features_only,76,13,76,-0.07173295003638713,0.5380375572471758,0.8441539858433522,0.8883899690187231,0.07173295003638713,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,frac_sig_cat,significant categorical fraction,shift,features_only,76,12,76,-0.18724895923533688,0.10529548750479688,0.4209592202730113,0.5580660837754234,0.18724895923533688,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,overall_shift_score,overall shift score,shift,features_only,76,76,76,-0.21465481886534518,0.06259283687339486,0.33137384227091393,0.4739171934699896,0.21465481886534518,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,is_iid_control,IID-control indicator,design,features_only,76,2,76,0.07331461743837425,0.5290890306729449,0.8404847783858487,0.8883899690187231,0.07331461743837425,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,is_temporal_design,temporal-design indicator,design,features_only,76,2,76,0.04389994757168422,0.7065082495165158,0.9163153828006279,0.9118986468163434,0.04389994757168422,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,is_synthetic,synthetic indicator,design,features_only,76,2,76,-0.08075050176666959,0.48803773491662483,0.8213656415787342,0.8883899690187231,0.08075050176666959,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,baseline_normalized_error,baseline normalized error,baseline,post_evaluation,76,76,76,0.07784005468215995,0.5039022055592886,0.8294950302443889,0.8883899690187231,0.07784005468215995,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,baseline_difficulty_pctile,baseline difficulty percentile,baseline,post_evaluation,76,75,76,0.2755452873973282,0.01598866342424502,0.16224737649300988,0.4236995807424931,0.2755452873973282,True,False,False
main82_primary,primary_effect_pct,main82,all,bag8,adversarial_lgbm_cal_iso_both_ratio,M6_adversarial,baseline_fold_sd_normalized,baseline fold SD,baseline,post_evaluation,45,45,45,-0.12450592885375492,0.41513752450533214,0.7751648835797166,0.8559119403109723,0.12450592885375492,True,False,False
